"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"NYC97LA187","ACC","39436","1997-09-26T17:15:00Z","LONG ISLAND","New York","United States",,"N14077","612","false","Aviation","DirectorBrief","1998-11-10T05:00:00Z",,"Serious","0","1","0","An in-flight encounter with clear air turbulence and the passenger's failure to comply with the fasten seatbelt sign.",,,"40.740509000000003","-73.929428000000001","Airbus Industrie","A-300","AIR","","","false","2","TF","SCHD","UNK","121","None","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/39436/pdf"
"CHI97LA292","ACC","10701","1997-09-14T15:24:00Z","GRAND FORKS","North Dakota","United States",,"N175UA","24382","false","Aviation","DirectorBrief","1999-04-15T04:00:00Z",,"Serious","0","1","1","The flight attendant's seat belt was not secured.  A factor was turbulence in the clouds.",,,"47.910572000000002","-97.070930000000004","Boeing","747-422","AIR","","","false","4","TF","SCHD","UNK","121","None","IMC","UNITED AIRLINES",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/10701/pdf"
"CHI97LA285","ACC","10695","1997-09-06T21:40:00Z","PERU","Illinois","United States",,"N855AW","2029","false","Aviation","DirectorBrief","1998-06-26T04:00:00Z",,"Serious","0","1","1","sudden/unexpected encounter with clear air turbulence.",,,"41.339530000000003","-89.119010000000003","British Aerospace","BAE-ATP","AIR","","","false","2","TP","SCHD","UNK","121","None","VMC","UNITED FEEDER SERVICE",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/10695/pdf"
"SEA97FA202","ACC","42512","1997-09-01T22:10:00Z","SEATTLE","Washington","United States",,"N951AS","49111","false","Aviation","DirectorBrief","1999-04-15T04:00:00Z",,"Minor","0","0","19","fatigue failure of the nose landing gear upper lock link, due in part to reduced strength after the manufacturing process was changed from forged to machined plate stock; and inadequate non-destructive inspection process for testing the link.",,,"47.439661999999998","-122.279365","McDonnell Douglas","DC-9-82 (MD-82)","AIR","KSEA","SEATTLE-TACOMA INTL","false","2","TF","SCHD","UNK","121","Substantial","VMC","ALASKA AIRLINES",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/42512/pdf"
"ANC97LA127","ACC","3048","1997-08-22T01:40:00Z","ANCHORAGE","Alaska","United States",,"N27188","AC-708","false","Aviation","DirectorBrief","1998-07-13T04:00:00Z",,"None","0","0","0","the baggage tug driver's disregard for wet taxiway/ramp conditions, which resulted in his inability to avoid a taxiing airplane as he came around the end of a concourse building.  Darkness, rain, and the wet ramp conditions were related factors.",,,"61.159804999999999","-149.99046300000001","Fairchild","SA227-AC","AIR","ANC","ANCHORAGE INTERNATIONAL","false","2","TP","SCHD","UNK","121","Substantial","VMC","MERLIN EXPRESS",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/3048/pdf"
"LAX97FA276","ACC","29627","1997-08-07T20:35:00Z","HONOLULU","Hawaii","United States",,"N740DA","193C-1244","false","Aviation","DirectorBrief","2000-02-11T05:00:00Z",,"Serious","0","1","58","the cumulative distance taxied immediately prior to takeoff that precipitated an excessive heat buildup in the tires and resulted in the bead separation of a single tire during the takeoff roll.  The absence of cockpit procedures/directives or monitoring equipment to identify this condition was a factor in the accident.  Contributing to the accident was the unavailability of two emergency exits due to the malfunction of the 2R and 4R emergency doors",,,"21.349729","-157.88009600000001","Lockheed","L-1011-385-1-15","AIR","HNL","HONOLULU INTERNATIONAL","false","3","TF","SCHD","UNK","121","Minor","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/29627/pdf"
"DCA97MA059","ACC","11028","1997-08-07T13:36:00Z","MIAMI","Florida","United States","AAR9802","N27UA","45942","true","Aviation","Report","1998-06-16T04:00:00Z","1997-11-07T19:32:00Z","Fatal","5","0","0","The airplane being misloaded to produce a more aft center of gravity and a correspondingly incorrect stabilizer trim setting that precipitated an extreme pitch-up at rotation, was (1) the failure of Fine Air to exercise operational control over the cargo loading process; and (2) the failure of Aeromar to load the airplane as specified by Fine Air. Contributing to the accident was the failure of the Federal Aviation Administration (FAA) to adequately monitor Fine Air's operational control responsibilities for cargo loading and the failure of the FAA to ensure that known cargo-related deficiencies were corrected at Fine Air.",,,,,"Douglas","DC-8-61","AIR","MIA","MIAMI INTERNATIONAL AIRPO","false","4","TF","NSCH","UNK","121","Destroyed","VMC","FINE AIRLINES, INC.",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=11028","https://www.ntsb.gov/investigations/Pages/DCA97MA059.aspx"
"MIA97WA226","ACC","38374","1997-08-03T00:20:00Z","LIMA",,"Peru",,"N12114","","false","Aviation","",,,"Fatal","1","0","0",,,,,,"Boeing","757-200","AIR",,,"false",,,"SCHD","UNK","121","None","Unknown","CONTINENTAL AIRLINES",,"N/A",,"Prelim","","None"
"DCA97MA055","ACC","11026","1997-07-31T02:31:00Z","NEWARK","New Jersey","United States","AAR0002","N611FE","48604","true","Aviation","Report","2001-02-07T05:00:00Z","1998-12-03T14:22:00Z","Minor","0","0","5","The captain's overcontrol of the airplane during the landing and his failure to execute a go-around from a destabilized flare. Contributing to the accident was the captain's concern with touching down early to ensure adequate stopping distance.",,,,,"McDonnell Douglas","MD-11","AIR","EWR","NEWARK INTERNATIONAL AIRP","false","3","TF","NSCH","UNK","121","Destroyed","VMC","FEDERAL EXPRESS, INC.",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=11026","https://www.ntsb.gov/investigations/Pages/DCA97MA055.aspx"
"NYC97LA155","ACC","39411","1997-07-25T19:00:00Z","ATLANTIC OCEAN","Atlantic Ocean",,,"N831LA","46936","false","Aviation","DirectorBrief","1999-04-15T04:00:00Z",,"Serious","0","1","3","Failure of the aft flight attendant to secure her seat belt.  Related factors were turbulence in clouds, and the flight attendant not receiving the crew briefing.",,,,,"McDonnell Douglas","DC-10-30","AIR","","","false","3","TF","SCHD","UNK","121","None","VMC","LAKER AIRWAYS,  INC",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/39411/pdf"
"FTW97FA255","ACC","20042","1997-07-06T17:50:00Z","ALBUQUERQUE","New Mexico","United States",,"N2809W","20581","false","Aviation","DirectorBrief","1999-12-07T05:00:00Z",,"Minor","0","0","3","The inadequate inspection of the right main landing gear forward trunnion bearing support fitting.  Factors were the failure of the right main landing gear forward trunnion bearing support fitting and the subsequent right main landing gear failure.",,,"35.059009000000003","-106.620758","Boeing","727-247","AIR","ABQ","ALBUQUERQUE INTERNATIONAL","false","3","TF","SCHD","UNK","121","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/20042/pdf"
"NYC97LA129","ACC","39388","1997-06-27T00:50:00Z","COVINGTON","Kentucky","United States",,"N723DA","193C-1150","false","Aviation","DirectorBrief","1998-04-24T04:00:00Z",,"Serious","0","1","0","the failure of the primary and secondary elevator driveshafts, and the failure of maintenance personnel to detect the failure of the primary shaft during scheduled inspections.",,,"39.080264999999997","-84.499565000000004","Lockheed","L-1011-385-1","AIR","CVG","CINCINNATI REGIONAL","false","3","TF","SCHD","UNK","121","None","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/39388/pdf"
"FTW97LA215","ACC","20238","1997-06-11T12:35:00Z","ALBUQUERQUE","New Mexico","United States",,"N980UA","21545","false","Aviation","DirectorBrief","1997-10-31T05:00:00Z",,"Serious","0","1","0","the sudden encounter with clear air turbulence.",,,"35.060904999999998","-106.619621","Boeing","737-291A","AIR","","","false","2","TF","SCHD","UNK","121","None","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/20238/pdf"
"CHI97LA162","ACC","10591","1997-06-08T10:17:00Z","VALPARAISO","Indiana","United States",,"N321UA","23953","false","Aviation","DirectorBrief","1998-01-30T05:00:00Z",,"Serious","0","1","1","a delay by the pilot of the other aircraft in turning on his mode C transponder.",,,"41.470142000000003","-87.049484000000007","Boeing","737-300","AIR","","","false","2","TF","SCHD","UNK","121","None","IMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/10591/pdf"
"ATL97WA079","ACC","3915","1997-06-03T23:05:00Z","ASUNCION",,"Paraguay",,"N651UA","","false","Aviation","",,,"Serious","0","1","0",,,,,,"Boeing","767-300","AIR","","","false",,,"SCHD","UNK","121","None","Unknown","UNITED AIRLINES",,"N/A",,"Prelim","","None"
"ATL97LA075","ACC","3850","1997-05-26T04:00:00Z","ATLANTIC OCEAN","Atlantic Ocean",,,"N768DL","193H-1216","false","Aviation","DirectorBrief","1997-09-05T04:00:00Z",,"Serious","0","1","0","The failure of the flight attendants to maintain control of loose cabin service equipment, a salt shaker, that resulted in an uncorrected tripping hazard.",,,,,"Lockheed","L-1011-385-3","AIR","","","false","3","TF","SCHD","UNK","121","None","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/3850/pdf"
"LAX97FA189","ACC","29618","1997-05-21T14:14:00Z","SAN DIEGO","California","United States",,"N198SW","120277","true","Aviation","DirectorBrief","2001-07-17T04:00:00Z",,"None","0","0","0","The failure of maintenance personnel to allow adequate time for the engine oil to drain back into the engine oil reservoir prior to adding additional oil, thereby overfilling the reservoir, which resulted in an engine fire and subsequent damage to hydraulic lines and components, including the brakes, which precluded stopping the airplane prior to overrunning the runway end.  An additional factor was the confusing and insufficiently defined procedures for servicing the engine oil.",,,"32.930323999999999","-117.009552","Embraer","EMB-120","AIR","NKX","MIRAMAR NAS","false","2","TP","SCHD","UNK","121","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/29618/pdf"
"DCA97WA047","ACC","11039","1997-05-14T13:15:00Z","LONDON",,"United Kingdom",,"CGAGM, N770UA",", ","false","Aviation","",,,"None","0","0","0",,,,,,"Boeing, Boeing","747-400, B777","AIR, AIR","","HEATHROW INTERNATIONAL","false, false","4, 2",,"SCHD, SCHD","UNK, UNK","129, 121","Minor, Substantial","VMC","AIR CANADA, UNITED AIRLINES",,"N/A",,"Prelim","","None"
"NYC97LA095","ACC","39360","1997-05-13T12:20:00Z","FLUSHING","New York","United States",,"N984DL","53311","false","Aviation","DirectorBrief","1998-02-02T05:00:00Z",,"Serious","0","1","2","The vehicle's driver failure to maintain adequate clearance from and resulted in a collision with a parked aircraft.",,,"40.769767000000002","-73.869399999999999","McDonnell Douglas","MD-88","AIR","LGA","LAGUARDIA","false","2","TJ","SCHD","UNK","121","Minor","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/39360/pdf"
"DCA97MA049","ACC","11024","1997-05-12T16:29:00Z","WEST PALM BEACH","Florida","United States",,"N90070","513","true","Aviation","DirectorBrief","2000-02-11T05:00:00Z","1998-04-10T14:12:00Z","Serious","0","1","1","The flightcrew's failure to maintain adequate airspeed during leveloff which led to an inadvertent stall, and their subsequent failure to use proper stall recovery techniques.  A factor contributing to the accident was the flightcrew's failure to properly use the autothrottle.",,,"26.659987999999998","-80.089393000000001","Airbus Industrie","A300B4-605R","AIR",,,"false",,"UNK","SCHD","UNK","121","Minor","IMC","AMERICAN AIRLINES",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=11024","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/11024/pdf"
"NYC97WA091","ACC","39449","1997-05-09T07:30:00Z","HAMILTON",,"Canada",,"N854JS","","false","Aviation","",,,"None","0","0","0",,,,,,"British Aerospace","BA-31","AIR","","","false",,,"SCHD","UNK","121","Substantial","IMC","CHAUTAUQUA AIRLINES INC.",,"N/A",,"Prelim","","None"
"FTW97LA177","ACC","20209","1997-05-04T14:25:00Z","DENVER","Colorado","United States",,"N217US","20215","false","Aviation","DirectorBrief","1998-04-10T04:00:00Z",,"Serious","0","1","0","The flight attendant's failure to assure that the jetway was placed in the proper position prior to opening the forward cabin entry door.",,,"39.850872000000003","-104.699676","Boeing","737-201","AIR","DEN","DENVER INTERNATIONAL","false","2","TJ","SCHD","UNK","121","None","VMC","FRONTIER AIRLINES, INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/20209/pdf"
"ATL97LA064","ACC","3841","1997-04-28T14:30:00Z","ATLANTA","Georgia","United States",,"N14245","20074","false","Aviation","DirectorBrief","1998-01-07T05:00:00Z",,"Serious","0","1","7","The failure of the flight crew to alert the cabin crew to the possibility of turbulence, leading to a serious injury when severe turbulence was encountered..",,,,,"Boeing","737-200","AIR","","","false","2","TF","SCHD","UNK","121","None","IMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/3841/pdf"
"LAX97FA164","ACC","29616","1997-04-18T19:24:00Z","LAS VEGAS","Nevada","United States",,"N313AW","23712","true","Aviation","DirectorBrief","1998-09-04T04:00:00Z",,"Serious","0","1","0","inadequate service provided by the TRACON controller, by issuing a radar vector to the Boeing 737 flight, which resulted in inadequate separation from a Beech 99 that the controller had just terminated from radar service; and failure of the controller to provide adequate traffic/safety advisories to the Boeing 737 crew.  Additional causes were the delayed initiation of a TCAS evasive maneuver by the first officer (copilot) of the Boeing 737, and failure of the Boeing 737 Captain to adequately supervise the response of the first officer to the TCAS resolution advisory. Inadequate visual lookout by the Beech 99 pilot was a related factor.",,,,,"Boeing","737-3S3","AIR","LAS","MC CARRAN INTERNATIONAL","false","2","TF","SCHD","UNK","121","None","VMC","AMERICA WEST AIRLINES",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/29616/pdf"
"MIA97LA125","ACC","38251","1997-04-09T01:16:00Z","MEMPHIS","Tennessee","United States",,"N310FE","48299","false","Aviation","DirectorBrief","2000-02-28T05:00:00Z",,"None","0","0","0","A stall buffet or a high speed buffet event which occurred at an undetermined time.",,,"35.069975999999997","-89.989699999999999","McDonnell Douglas","DC10-30F","AIR","","","false","3","TF","NSCH","UNK","121","Substantial","VMC","FEDERAL EXPRESS CORPORATION",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/38251/pdf"
"NYC97LA071","ACC","39341","1997-04-07T09:00:00Z","NEWARK","New Jersey","United States",,"N413UA","470","false","Aviation","DirectorBrief","1998-09-04T04:00:00Z",,"Serious","0","1","0","an encounter with unforecasted turbulence, during cruise flight, which resulted in serious injury to the flight attendant.",,,,,"Airbus Industrie","A-320-232","AIR","","","false","2","TF","SCHD","UNK","121","None","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/39341/pdf"
